,origin,dest,carrier,arr_delay,arr_delay,arr_delay,arr_delay,air_time,air_time,air_time,air_time,distance,distance,distance,distance,air_speed (mph),air_speed (mph),air_speed (mph),air_speed (mph),start_long,start_lati,end_long,end_lati
346,LGA,GRR,ExpressJet Airlines Inc.,2,-12.0,-26.0,2.0,2,102.5,101.0,104.0,2,618.0,618,618,2,361.83358720487433,356.53846153846155,367.1287128712871,-73.87259674,40.77719879,-85.52279663,42.88079834
347,LGA,GSO,Endeavor Air Inc.,1,13.0,13.0,13.0,1,73.0,73.0,73.0,1,461.0,461,461,1,378.9041095890411,378.9041095890411,378.9041095890411,-73.87259674,40.77719879,-79.93730163574219,36.097801208496094
348,LGA,GSO,ExpressJet Airlines Inc.,446,5.798206278026906,-48.0,444.0,446,71.07847533632287,60.0,118.0,485,461.0,461,461,446,391.5418442562781,234.40677966101697,461.0,-73.87259674,40.77719879,-79.93730163574219,36.097801208496094
349,LGA,GSP,Endeavor Air Inc.,96,0.125,-38.0,137.0,96,94.625,81.0,116.0,102,610.0,610,610,96,389.7154018559615,315.51724137931035,451.85185185185185,-73.87259674,40.77719879,-82.2189025879,34.895698547399995
350,LGA,GSP,ExpressJet Airlines Inc.,2,11.0,-38.0,60.0,2,95.0,94.0,96.0,2,610.0,610,610,2,385.3058510638298,381.25,389.36170212765956,-73.87259674,40.77719879,-82.2189025879,34.895698547399995
351,LGA,HOU,Southwest Airlines Co.,424,0.839622641509434,-53.0,376.0,424,202.23584905660377,171.0,258.0,425,1428.0,1428,1428,424,426.73441499365015,332.093023255814,501.05263157894734,-73.87259674,40.77719879,-95.27890015,29.64539909
352,LGA,IAD,Endeavor Air Inc.,81,-5.222222222222222,-45.0,185.0,81,47.71604938271605,39.0,78.0,84,229.0,229,229,81,291.52365114569255,176.15384615384616,352.3076923076923,-73.87259674,40.77719879,-77.45580292,38.94449997
353,LGA,IAD,ExpressJet Airlines Inc.,1299,13.782140107775211,-47.0,398.0,1299,48.665896843725946,39.0,93.0,1407,229.0,229,229,1299,285.340995376351,147.74193548387098,352.3076923076923,-73.87259674,40.77719879,-77.45580292,38.94449997
354,LGA,IAD,SkyWest Airlines Inc.,1,3.0,3.0,3.0,1,50.0,50.0,50.0,1,229.0,229,229,1,274.8,274.8,274.8,-73.87259674,40.77719879,-77.45580292,38.94449997
355,LGA,IAD,Mesa Airlines Inc.,278,18.91726618705036,-31.0,233.0,278,48.514388489208635,40.0,83.0,311,229.0,229,229,278,286.37754669554454,165.5421686746988,343.5,-73.87259674,40.77719879,-77.45580292,38.94449997
356,LGA,IAH,United Air Lines Inc.,2891,1.450363196125908,-59.0,435.0,2891,200.79315115876858,163.0,279.0,2951,1416.0,1416,1416,2891,426.1421952030873,304.51612903225805,521.2269938650306,-73.87259674,40.77719879,-95.34140014648438,29.98439979553223
357,LGA,ILM,ExpressJet Airlines Inc.,107,4.635514018691588,-49.0,143.0,107,75.35514018691589,63.0,93.0,110,500.0,500,500,107,401.5986036085565,322.5806451612903,476.19047619047615,-73.87259674,40.77719879,-77.90260314941406,34.27059936523437
358,LGA,IND,Endeavor Air Inc.,73,-6.876712328767123,-38.0,104.0,73,100.79452054794521,86.0,117.0,77,660.0,660,660,73,395.5719028270687,338.46153846153845,460.4651162790698,-73.87259674,40.77719879,-86.294403,39.7173
359,LGA,IND,Delta Air Lines Inc.,2,-26.5,-36.0,-17.0,2,98.5,96.0,101.0,2,660.0,660,660,2,402.28960396039605,392.0792079207921,412.5,-73.87259674,40.77719879,-86.294403,39.7173
360,LGA,IND,ExpressJet Airlines Inc.,7,20.714285714285715,-34.0,172.0,7,110.28571428571429,101.0,117.0,8,660.0,660,660,7,359.75141459882894,338.46153846153845,392.0792079207921,-73.87259674,40.77719879,-86.294403,39.7173
361,LGA,JAX,Endeavor Air Inc.,125,1.232,-42.0,282.0,125,120.648,102.0,153.0,127,833.0,833,833,125,417.22207942667217,326.6666666666667,490.0,-73.87259674,40.77719879,-81.68789672851562,30.49410057067871
362,LGA,JAX,Delta Air Lines Inc.,1,-6.0,-6.0,-6.0,1,125.0,125.0,125.0,1,833.0,833,833,1,399.84,399.84,399.84,-73.87259674,40.77719879,-81.68789672851562,30.49410057067871
363,LGA,JAX,ExpressJet Airlines Inc.,49,2.061224489795918,-34.0,179.0,49,123.89795918367346,106.0,151.0,51,833.0,833,833,49,405.365810508412,330.99337748344374,471.50943396226415,-73.87259674,40.77719879,-81.68789672851562,30.49410057067871
364,LGA,LEX,Endeavor Air Inc.,1,-22.0,-22.0,-22.0,1,90.0,90.0,90.0,1,604.0,604,604,1,402.6666666666667,402.6666666666667,402.6666666666667,-73.87259674,40.77719879,-84.60590362548828,38.0364990234375
365,LGA,MCI,Endeavor Air Inc.,80,1.7625,-44.0,143.0,80,162.0875,139.0,188.0,85,1107.0,1107,1107,80,412.23839355469624,353.29787234042556,477.84172661870497,-73.87259674,40.77719879,-94.713898,39.2976
366,LGA,MCI,Delta Air Lines Inc.,80,-7.275,-53.0,106.0,80,168.025,144.0,200.0,82,1107.0,1107,1107,80,397.1832506526682,332.09999999999997,461.25,-73.87259674,40.77719879,-94.713898,39.2976
367,LGA,MCI,ExpressJet Airlines Inc.,195,2.5743589743589745,-54.0,315.0,195,151.4974358974359,131.0,185.0,209,1107.0,1107,1107,195,439.86782917821427,359.02702702702703,507.02290076335885,-73.87259674,40.77719879,-94.713898,39.2976
368,LGA,MCO,JetBlue Airways,1428,13.087535014005603,-49.0,398.0,1428,134.4033613445378,111.0,178.0,1444,950.0,950,950,1428,426.80917707483917,320.2247191011236,513.5135135135135,-73.87259674,40.77719879,-81.30899810791016,28.429399490356445
369,LGA,MCO,Delta Air Lines Inc.,2217,4.496165990076681,-51.0,744.0,2217,134.97068110058638,111.0,215.0,2233,950.0,950,950,2217,424.77465037542515,265.1162790697674,513.5135135135135,-73.87259674,40.77719879,-81.30899810791016,28.429399490356445
370,LGA,MDW,Southwest Airlines Co.,2037,11.050073637702504,-49.0,422.0,2037,112.8659793814433,94.0,184.0,2070,725.0,725,725,2037,387.8470935334275,236.41304347826085,462.7659574468085,-73.87259674,40.77719879,-87.75240325927734,41.7859992980957
371,LGA,MEM,Endeavor Air Inc.,2,-13.0,-26.0,0.0,2,139.0,134.0,144.0,2,963.0,963,963,2,416.2220149253731,401.25,431.19402985074623,-73.87259674,40.77719879,-89.97669982910156,35.04240036010742
372,LGA,MEM,Delta Air Lines Inc.,424,1.721698113207547,-46.0,332.0,424,141.6816037735849,112.0,180.0,432,963.0,963,963,424,410.5447917908774,321.0,515.8928571428571,-73.87259674,40.77719879,-89.97669982910156,35.04240036010742
373,LGA,MEM,ExpressJet Airlines Inc.,414,1.0314009661835748,-62.0,276.0,414,139.11352657004832,114.0,180.0,428,963.0,963,963,414,418.351823401421,321.0,506.8421052631579,-73.87259674,40.77719879,-89.97669982910156,35.04240036010742
374,LGA,MHT,Endeavor Air Inc.,10,-16.5,-30.0,-2.0,10,36.0,32.0,40.0,11,195.0,195,195,10,325.9128861003861,292.5,365.625,-73.87259674,40.77719879,-71.43569946289062,42.93259811401367
375,LGA,MHT,ExpressJet Airlines Inc.,98,21.0,-37.0,189.0,98,35.37755102040816,31.0,42.0,131,195.0,195,195,98,331.96102017452904,278.5714285714286,377.41935483870964,-73.87259674,40.77719879,-71.43569946289062,42.93259811401367
376,LGA,MIA,American Airlines Inc.,3888,-1.6424897119341564,-58.0,648.0,3888,153.97427983539094,125.0,239.0,3945,1096.0,1096,1096,3888,429.1796606610207,275.1464435146444,526.0799999999999,-73.87259674,40.77719879,-80.29060363769531,25.79319953918457
377,LGA,MIA,Delta Air Lines Inc.,1814,3.3136714443219404,-51.0,516.0,1814,154.5226019845645,129.0,216.0,1836,1096.0,1096,1096,1814,427.6904157458985,304.44444444444446,509.7674418604651,-73.87259674,40.77719879,-80.29060363769531,25.79319953918457
378,LGA,MKE,Endeavor Air Inc.,125,14.344,-38.0,208.0,125,113.888,98.0,135.0,132,738.0,738,738,125,391.3906165988236,328.0,451.83673469387753,-73.87259674,40.77719879,-87.89659881591797,42.94720077514648
379,LGA,MKE,ExpressJet Airlines Inc.,24,-10.583333333333334,-43.0,49.0,24,108.66666666666667,95.0,129.0,24,738.0,738,738,24,410.2033814275169,343.25581395348837,466.10526315789474,-73.87259674,40.77719879,-87.89659881591797,42.94720077514648
380,LGA,MKE,AirTran Airways Corporation,55,0.4727272727272727,-30.0,52.0,55,118.47272727272727,102.0,140.0,59,738.0,738,738,55,375.48087623915455,316.2857142857143,434.11764705882354,-73.87259674,40.77719879,-87.89659881591797,42.94720077514648
381,LGA,MKE,Southwest Airlines Co.,1275,7.185882352941176,-55.0,334.0,1275,113.22745098039216,97.0,170.0,1310,738.0,738,738,1275,393.3093335975903,260.4705882352941,456.49484536082474,-73.87259674,40.77719879,-87.89659881591797,42.94720077514648
382,LGA,MSN,Endeavor Air Inc.,1,12.0,12.0,12.0,1,119.0,119.0,119.0,1,812.0,812,812,1,409.4117647058823,409.4117647058823,409.4117647058823,-73.87259674,40.77719879,-89.3375015258789,43.13990020751953
383,LGA,MSN,ExpressJet Airlines Inc.,210,15.304761904761905,-53.0,364.0,210,120.44285714285714,102.0,151.0,217,812.0,812,812,210,407.06032471471593,322.64900662251654,477.64705882352945,-73.87259674,40.77719879,-89.3375015258789,43.13990020751953
384,LGA,MSP,Endeavor Air Inc.,1,100.0,100.0,100.0,1,177.0,177.0,177.0,1,1020.0,1020,1020,1,345.76271186440675,345.76271186440675,345.76271186440675,-73.87259674,40.77719879,-93.22180175780001,44.8819999695
385,LGA,MSP,Delta Air Lines Inc.,2389,4.326915027208037,-51.0,915.0,2389,149.41523650062788,124.0,202.0,2419,1020.0,1020,1020,2389,411.7535598681817,302.970297029703,493.54838709677415,-73.87259674,40.77719879,-93.22180175780001,44.8819999695
386,LGA,MSP,Envoy Air,1230,9.559349593495934,-46.0,325.0,1230,148.8211382113821,122.0,213.0,1293,1020.0,1020,1020,1230,413.615599488847,287.32394366197184,501.6393442622951,-73.87259674,40.77719879,-93.22180175780001,44.8819999695
387,LGA,MSY,Endeavor Air Inc.,1,-29.0,-29.0,-29.0,1,155.0,155.0,155.0,1,1183.0,1183,1183,1,457.93548387096774,457.93548387096774,457.93548387096774,-73.87259674,40.77719879,-90.25800323486328,29.99340057373047
388,LGA,MSY,Delta Air Lines Inc.,995,2.2241206030150753,-58.0,780.0,995,167.3497487437186,139.0,226.0,1008,1183.0,1183,1183,995,427.09821533092173,314.070796460177,510.64748201438846,-73.87259674,40.77719879,-90.25800323486328,29.99340057373047
389,LGA,MSY,ExpressJet Airlines Inc.,2,72.5,-1.0,146.0,2,179.0,176.0,182.0,2,1183.0,1183,1183,2,396.64772727272725,390.0,403.29545454545456,-73.87259674,40.77719879,-90.25800323486328,29.99340057373047
390,LGA,MYR,ExpressJet Airlines Inc.,3,-3.0,-34.0,21.0,3,93.33333333333333,74.0,122.0,3,563.0,563,563,3,378.5048631769943,276.88524590163934,456.48648648648646,-73.87259674,40.77719879,-78.9282989502,33.6796989441
391,LGA,OMA,Delta Air Lines Inc.,1,-10.0,-10.0,-10.0,1,150.0,150.0,150.0,1,1148.0,1148,1148,1,459.2,459.2,459.2,-73.87259674,40.77719879,-95.89409637451172,41.303199768066406
392,LGA,OMA,ExpressJet Airlines Inc.,90,14.0,-47.0,187.0,90,161.75555555555556,140.0,193.0,94,1148.0,1148,1148,90,428.4578306139213,356.8911917098445,491.99999999999994,-73.87259674,40.77719879,-95.89409637451172,41.303199768066406
393,LGA,ORD,American Airlines Inc.,5491,-1.3139683117829175,-62.0,448.0,5491,116.31160080131124,94.0,190.0,5694,733.0,733,733,5491,380.70104704490575,231.47368421052633,467.87234042553195,-73.87259674,40.77719879,-87.90480042,41.97859955
394,LGA,ORD,SkyWest Airlines Inc.,1,107.0,107.0,107.0,1,132.0,132.0,132.0,1,733.0,733,733,1,333.18181818181813,333.18181818181813,333.18181818181813,-73.87259674,40.77719879,-87.90480042,41.97859955
395,LGA,ORD,United Air Lines Inc.,3015,7.5306799336650085,-55.0,424.0,3015,114.86235489220564,94.0,192.0,3162,733.0,733,733,3015,385.46356449973365,229.0625,467.87234042553195,-73.87259674,40.77719879,-87.90480042,41.97859955
396,LGA,ORF,Endeavor Air Inc.,21,-1.8095238095238095,-41.0,123.0,21,51.95238095238095,46.0,62.0,21,296.0,296,296,21,343.8958618964559,286.4516129032258,386.0869565217391,-73.87259674,40.77719879,-76.20120239257812,36.89459991455078
397,LGA,ORF,ExpressJet Airlines Inc.,174,8.942528735632184,-50.0,264.0,174,52.14942528735632,37.0,78.0,185,296.0,296,296,174,344.27263883213277,227.69230769230768,480.0,-73.87259674,40.77719879,-76.20120239257812,36.89459991455078
398,LGA,PBI,American Airlines Inc.,80,-12.6125,-49.0,105.0,80,152.9875,134.0,186.0,82,1035.0,1035,1035,80,407.7394278513565,333.8709677419355,463.4328358208955,-73.87259674,40.77719879,-80.09559631347656,26.68320083618164
399,LGA,PBI,JetBlue Airways,893,13.873460246360583,-44.0,377.0,893,145.13661814109741,121.0,197.0,910,1035.0,1035,1035,893,430.2593264334052,315.2284263959391,513.2231404958678,-73.87259674,40.77719879,-80.09559631347656,26.68320083618164
400,LGA,PBI,Delta Air Lines Inc.,1450,2.06,-53.0,449.0,1450,146.36,105.0,207.0,1466,1035.0,1035,1035,1450,426.72787118947036,300.0,591.4285714285714,-73.87259674,40.77719879,-80.09559631347656,26.68320083618164
401,LGA,PBI,ExpressJet Airlines Inc.,6,40.666666666666664,7.0,85.0,6,149.83333333333334,136.0,174.0,6,1035.0,1035,1035,6,417.2724493410526,356.89655172413796,456.61764705882354,-73.87259674,40.77719879,-80.09559631347656,26.68320083618164
402,LGA,PHL,US Airways Inc.,590,6.052542372881356,-42.0,324.0,590,36.99152542372882,26.0,75.0,599,96.0,96,96,590,159.87160891605512,76.8,221.53846153846152,-73.87259674,40.77719879,-75.24109649658203,39.87189865112305
403,LGA,PHL,Mesa Airlines Inc.,8,-14.375,-46.0,36.0,8,39.625,32.0,48.0,8,96.0,96,96,8,148.9191640649713,120.0,180.0,-73.87259674,40.77719879,-75.24109649658203,39.87189865112305
404,LGA,PIT,Endeavor Air Inc.,108,5.777777777777778,-43.0,201.0,108,59.03703703703704,51.0,71.0,116,335.0,335,335,108,342.515569891058,283.09859154929575,394.11764705882354,-73.87259674,40.77719879,-80.23290253,40.49150085
405,LGA,PIT,Delta Air Lines Inc.,201,9.333333333333334,-44.0,275.0,201,57.56218905472637,49.0,81.0,204,335.0,335,335,201,351.6793595260095,248.14814814814812,410.2040816326531,-73.87259674,40.77719879,-80.23290253,40.49150085
406,LGA,PIT,ExpressJet Airlines Inc.,703,10.31294452347084,-42.0,321.0,703,57.59032716927454,40.0,76.0,747,335.0,335,335,703,351.0670290453736,264.4736842105263,502.5,-73.87259674,40.77719879,-80.23290253,40.49150085
407,LGA,PWM,Delta Air Lines Inc.,233,1.1416309012875536,-47.0,241.0,233,43.738197424892704,38.0,57.0,235,269.0,269,269,233,371.01949467118453,283.15789473684214,424.7368421052632,-73.87259674,40.77719879,-70.30930328,43.64619827
408,LGA,PWM,ExpressJet Airlines Inc.,40,6.05,-38.0,221.0,40,44.8,39.0,50.0,43,269.0,269,269,40,362.0050531936507,322.8,413.8461538461538,-73.87259674,40.77719879,-70.30930328,43.64619827
409,LGA,RDU,Endeavor Air Inc.,67,2.626865671641791,-43.0,192.0,67,70.73134328358209,61.0,84.0,69,431.0,431,431,67,367.936842801392,307.8571428571429,423.93442622950823,-73.87259674,40.77719879,-78.7874984741211,35.877601623535156
410,LGA,RDU,ExpressJet Airlines Inc.,163,8.153374233128835,-46.0,253.0,163,68.36196319018404,55.0,94.0,178,431.0,431,431,163,380.518361843374,275.1063829787234,470.1818181818182,-73.87259674,40.77719879,-78.7874984741211,35.877601623535156
411,LGA,RDU,Envoy Air,3140,8.553821656050955,-38.0,354.0,3140,70.66815286624204,56.0,98.0,3334,431.0,431,431,3140,368.5207734692312,263.8775510204082,461.7857142857143,-73.87259674,40.77719879,-78.7874984741211,35.877601623535156
412,LGA,RIC,Endeavor Air Inc.,85,18.0,-33.0,193.0,85,59.305882352941175,47.0,71.0,91,292.0,292,292,85,297.56162485563726,246.7605633802817,372.7659574468085,-73.87259674,40.77719879,-77.3197021484375,37.50519943237305
413,LGA,RIC,ExpressJet Airlines Inc.,410,3.080487804878049,-61.0,230.0,410,53.15853658536585,43.0,90.0,447,292.0,292,292,410,332.51368969818833,194.66666666666666,407.4418604651163,-73.87259674,40.77719879,-77.3197021484375,37.50519943237305
414,LGA,ROC,Endeavor Air Inc.,7,-13.428571428571429,-30.0,4.0,7,48.57142857142857,45.0,53.0,8,254.0,254,254,7,314.78092424359875,287.54716981132077,338.6666666666667,-73.87259674,40.77719879,-77.67240142822266,43.118900299072266
415,LGA,ROC,ExpressJet Airlines Inc.,209,2.3205741626794256,-43.0,267.0,209,44.96650717703349,38.0,76.0,216,254.0,254,254,209,341.02477067397535,200.5263157894737,401.0526315789474,-73.87259674,40.77719879,-77.67240142822266,43.118900299072266
416,LGA,RSW,Endeavor Air Inc.,67,-7.223880597014926,-43.0,136.0,67,160.65671641791045,145.0,192.0,67,1080.0,1080,1080,67,404.71493548847207,337.5,446.89655172413796,-73.87259674,40.77719879,-81.75520324707031,26.53619956970215
417,LGA,RSW,JetBlue Airways,361,10.983379501385041,-38.0,252.0,361,158.8393351800554,136.0,191.0,365,1080.0,1080,1080,361,409.88102372232686,339.2670157068063,476.47058823529414,-73.87259674,40.77719879,-81.75520324707031,26.53619956970215
418,LGA,RSW,Delta Air Lines Inc.,324,5.645061728395062,-42.0,253.0,324,162.27469135802468,138.0,197.0,329,1080.0,1080,1080,324,400.8367042186862,328.93401015228426,469.5652173913044,-73.87259674,40.77719879,-81.75520324707031,26.53619956970215
419,LGA,SAV,ExpressJet Airlines Inc.,68,-10.514705882352942,-54.0,89.0,68,103.26470588235294,90.0,139.0,68,722.0,722,722,68,422.5665239320456,311.65467625899277,481.3333333333333,-73.87259674,40.77719879,-81.20210266,32.12760162
420,LGA,SBN,ExpressJet Airlines Inc.,6,14.5,-19.0,53.0,6,96.83333333333333,88.0,110.0,6,651.0,651,651,6,406.05561105561105,355.0909090909091,443.8636363636364,-73.87259674,40.77719879,-86.31729888916016,41.70869827270508
421,LGA,SDF,Endeavor Air Inc.,210,-3.442857142857143,-52.0,291.0,210,105.87142857142857,89.0,139.0,217,659.0,659,659,210,375.59012431697676,284.46043165467626,444.2696629213483,-73.87259674,40.77719879,-85.736,38.1744
422,LGA,SRQ,Endeavor Air Inc.,77,7.4935064935064934,-47.0,169.0,77,149.11688311688312,127.0,185.0,78,1047.0,1047,1047,77,423.98941634540756,339.56756756756755,494.64566929133855,-73.87259674,40.77719879,-82.55439758300781,27.39539909362793
423,LGA,SRQ,JetBlue Airways,361,13.022160664819944,-38.0,296.0,361,153.23545706371192,132.0,192.0,365,1047.0,1047,1047,361,412.0757919075311,327.1875,475.9090909090909,-73.87259674,40.77719879,-82.55439758300781,27.39539909362793
424,LGA,SRQ,Delta Air Lines Inc.,263,-5.916349809885932,-57.0,474.0,263,153.1977186311787,131.0,189.0,265,1047.0,1047,1047,263,412.1714926000962,332.3809523809524,479.54198473282446,-73.87259674,40.77719879,-82.55439758300781,27.39539909362793
425,LGA,SRQ,ExpressJet Airlines Inc.,28,-13.321428571428571,-51.0,71.0,28,149.75,138.0,176.0,29,1047.0,1047,1047,28,420.6034919425675,356.9318181818182,455.21739130434787,-73.87259674,40.77719879,-82.55439758300781,27.39539909362793
426,LGA,STL,American Airlines Inc.,864,0.22800925925925927,-51.0,802.0,864,131.68171296296296,110.0,179.0,902,888.0,888,888,864,407.1871083286586,297.6536312849162,484.3636363636364,-73.87259674,40.77719879,-90.37000274658205,38.74869918823242
427,LGA,STL,ExpressJet Airlines Inc.,3,-23.0,-30.0,-18.0,3,134.66666666666666,120.0,144.0,3,888.0,888,888,3,398.19047619047615,370.0,444.0,-73.87259674,40.77719879,-90.37000274658205,38.74869918823242
428,LGA,STL,Envoy Air,134,11.828358208955224,-37.0,188.0,134,141.1865671641791,118.0,167.0,139,888.0,888,888,134,379.1611759428692,319.0419161676647,451.52542372881356,-73.87259674,40.77719879,-90.37000274658205,38.74869918823242
429,LGA,STL,Southwest Airlines Co.,766,7.1945169712793735,-43.0,453.0,766,133.9634464751958,110.0,181.0,778,888.0,888,888,766,400.2777689716837,294.3646408839779,484.3636363636364,-73.87259674,40.77719879,-90.37000274658205,38.74869918823242
430,LGA,SYR,Endeavor Air Inc.,116,7.758620689655173,-36.0,191.0,116,38.08620689655172,32.0,50.0,125,198.0,198,198,116,313.6941815579972,237.6,371.25,-73.87259674,40.77719879,-76.1063003540039,43.11119842529297
431,LGA,SYR,ExpressJet Airlines Inc.,153,10.38562091503268,-47.0,248.0,153,38.04575163398693,33.0,64.0,168,198.0,198,198,153,315.062717676873,185.625,359.99999999999994,-73.87259674,40.77719879,-76.1063003540039,43.11119842529297
432,LGA,TPA,JetBlue Airways,722,16.429362880886426,-48.0,343.0,722,146.6246537396122,122.0,189.0,730,1010.0,1010,1010,722,415.60831269223684,320.63492063492066,496.7213114754099,-73.87259674,40.77719879,-82.533203125,27.975500106811523
433,LGA,TPA,Delta Air Lines Inc.,1404,3.9779202279202277,-54.0,821.0,1404,145.62321937321937,120.0,191.0,1415,1010.0,1010,1010,1404,418.39496631173813,317.2774869109948,505.0,-73.87259674,40.77719879,-82.533203125,27.975500106811523
434,LGA,TVC,ExpressJet Airlines Inc.,40,16.875,-37.0,220.0,40,91.25,84.0,106.0,44,655.0,655,655,40,431.9162050414617,370.7547169811321,467.8571428571429,-73.87259674,40.77719879,-85.58219909667969,44.74140167236328
435,LGA,TVC,Envoy Air,33,14.878787878787879,-26.0,190.0,33,98.66666666666667,89.0,110.0,33,655.0,655,655,33,399.5828046714493,357.2727272727273,441.57303370786514,-73.87259674,40.77719879,-85.58219909667969,44.74140167236328
436,LGA,TYS,Endeavor Air Inc.,265,3.8943396226415095,-51.0,175.0,265,97.8188679245283,83.0,131.0,308,647.0,647,647,265,399.7036499167303,296.33587786259545,467.71084337349396,-73.87259674,40.77719879,-83.99400329999997,35.81100082
437,LGA,XNA,ExpressJet Airlines Inc.,1,119.0,119.0,119.0,1,154.0,154.0,154.0,1,1147.0,1147,1147,1,446.8831168831168,446.8831168831168,446.8831168831168,-73.87259674,40.77719879,-94.306801,36.281898
438,LGA,XNA,Envoy Air,708,6.956214689265536,-47.0,319.0,708,173.19209039548022,139.0,236.0,744,1147.0,1147,1147,708,400.5868192337622,291.6101694915254,495.1079136690647,-73.87259674,40.77719879,-94.306801,36.281898
